user_id,event_type,event_time
346,click,2024-09-13 07:38:34.298451
135,click,2024-09-23 20:57:01.298451
217,view,2024-09-26 13:13:58.298451
504,view,2024-09-12 03:47:26.298451
464,click,2024-09-13 00:01:11.298451
102,purchase,2024-09-09 21:15:05.298451
298,click,2024-09-24 05:16:42.298451
914,click,2024-09-21 19:29:59.298451
977,view,2024-09-08 20:07:10.298451
881,view,2024-09-16 20:57:45.298451
44,view,2024-09-20 12:20:45.298451
111,view,2024-09-30 07:48:51.298451
454,click,2024-09-16 05:59:38.298451
375,click,2024-09-02 12:24:59.298451
916,click,2024-09-08 02:54:48.298451
752,view,2024-09-26 05:08:10.298451
791,view,2024-09-13 01:25:36.298451
366,click,2024-09-13 01:13:30.298451
908,view,2024-09-14 02:47:22.298451
524,view,2024-09-30 16:05:50.298451
930,view,2024-09-16 08:59:18.298451
904,view,2024-09-17 13:20:36.298451
120,view,2024-09-22 17:57:48.298451
283,click,2024-09-20 07:54:41.298451
561,click,2024-09-24 00:46:16.298451
200,click,2024-09-09 07:24:55.298451
240,click,2024-09-27 07:36:28.298451
695,view,2024-09-26 18:12:52.298451
609,view,2024-09-21 03:25:50.298451
357,view,2024-09-12 16:45:57.298451
851,view,2024-09-02 02:11:48.298451
600,purchase,2024-09-11 09:22:19.298451
406,view,2024-10-01 08:31:11.298451
511,view,2024-09-24 07:44:22.298451
515,view,2024-09-14 03:38:23.298451
265,view,2024-09-30 22:40:58.298451
267,view,2024-09-14 15:33:18.298451
262,purchase,2024-09-08 09:36:29.298451
295,click,2024-09-04 22:36:27.298451
935,click,2024-09-08 10:20:58.298451
613,click,2024-09-06 23:39:43.298451
450,view,2024-09-05 23:56:23.298451
630,click,2024-09-23 19:13:49.298451
572,purchase,2024-09-15 17:55:12.298451
677,click,2024-09-25 23:53:36.298451
902,view,2024-09-12 15:48:27.298451
262,view,2024-09-04 21:03:59.298451
39,click,2024-09-02 13:57:00.298451
676,click,2024-09-06 13:22:41.298451
89,view,2024-09-21 08:21:14.298451
946,click,2024-09-19 01:14:09.298451
720,view,2024-09-12 13:07:19.298451
341,click,2024-09-04 19:12:52.298451
371,click,2024-09-12 07:31:54.298451
266,view,2024-09-18 05:29:00.298451
133,view,2024-09-07 05:23:42.298451
946,view,2024-09-06 06:18:01.298451
25,view,2024-09-23 18:42:54.298451
607,view,2024-09-07 22:54:06.298451
387,view,2024-09-12 09:46:29.298451
852,view,2024-09-30 06:39:43.298451
900,view,2024-09-08 02:52:45.298451
590,click,2024-09-28 09:15:37.298451
268,view,2024-09-21 23:17:36.298451
398,view,2024-09-09 18:32:46.298451
485,view,2024-09-15 00:42:01.298451
82,click,2024-09-28 11:03:40.298451
155,view,2024-09-25 20:35:36.298451
967,click,2024-09-24 02:55:55.298451
688,view,2024-09-15 23:20:34.298451
611,click,2024-09-16 00:55:13.298451
534,view,2024-09-12 04:04:06.298451
917,view,2024-09-11 12:05:07.298451
683,view,2024-09-08 18:31:49.298451
891,view,2024-09-10 11:24:15.298451
442,view,2024-09-14 23:05:39.298451
146,view,2024-09-05 22:05:40.298451
614,view,2024-09-08 21:26:34.298451
986,click,2024-09-10 14:17:35.298451
245,click,2024-09-15 04:09:57.298451
470,click,2024-09-01 22:12:23.298451
184,view,2024-09-17 10:30:26.298451
613,click,2024-09-15 05:14:49.298451
197,click,2024-09-04 20:30:40.298451
112,click,2024-09-20 06:42:06.298451
227,view,2024-09-03 18:40:13.298451
780,view,2024-09-25 00:57:27.298451
995,click,2024-09-29 15:59:00.298451
98,view,2024-09-22 13:43:48.298451
239,purchase,2024-09-06 05:19:29.298451
404,view,2024-09-02 03:27:50.298451
881,view,2024-09-07 22:15:32.298451
12,view,2024-09-26 06:47:29.298451
994,click,2024-09-05 06:51:52.298451
538,view,2024-09-09 05:47:41.298451
98,view,2024-09-04 00:39:39.298451
352,view,2024-09-05 15:51:02.298451
302,view,2024-09-19 02:15:20.298451
775,view,2024-09-10 11:46:52.298451
602,view,2024-09-24 00:55:18.298451
857,click,2024-09-02 02:11:20.298451
494,view,2024-09-12 02:22:30.298451
551,click,2024-09-20 22:14:42.298451
52,view,2024-09-28 07:52:36.298451
17,purchase,2024-09-04 04:50:49.298451
920,view,2024-09-10 01:49:37.298451
731,click,2024-09-05 10:21:16.298451
772,click,2024-09-17 17:42:19.298451
859,click,2024-09-27 15:53:41.298451
431,view,2024-09-04 03:00:14.298451
635,view,2024-09-05 21:21:41.298451
414,view,2024-09-26 17:50:47.298451
771,click,2024-09-07 22:05:22.298451
646,view,2024-09-05 13:59:31.298451
378,click,2024-09-18 01:47:05.298451
968,click,2024-09-21 13:22:20.298451
784,view,2024-09-05 12:14:26.298451
847,purchase,2024-09-15 20:56:08.298451
420,view,2024-09-04 11:05:05.298451
181,view,2024-09-09 16:39:50.298451
360,click,2024-09-22 19:26:00.298451
887,click,2024-09-09 23:15:12.298451
264,view,2024-09-29 10:22:16.298451
692,click,2024-09-05 20:24:49.298451
359,click,2024-09-16 22:30:18.298451
762,click,2024-09-22 06:03:50.298451
948,view,2024-09-05 10:01:53.298451
926,click,2024-09-22 23:25:11.298451
696,click,2024-09-28 05:19:19.298451
626,click,2024-09-12 00:07:41.298451
396,view,2024-09-22 02:35:33.298451
452,purchase,2024-09-28 22:57:12.298451
718,purchase,2024-09-11 20:48:54.298451
891,view,2024-09-05 00:35:17.298451
312,view,2024-09-16 11:51:45.298451
601,click,2024-09-07 01:39:52.298451
508,view,2024-09-04 09:05:08.298451
253,view,2024-09-26 15:33:31.298451
505,view,2024-09-10 10:44:55.298451
837,click,2024-09-08 18:23:38.298451
118,purchase,2024-09-03 22:14:19.298451
372,view,2024-09-11 21:04:25.298451
471,view,2024-09-14 05:28:39.298451
186,view,2024-09-24 12:38:50.298451
350,view,2024-09-11 07:19:39.298451
615,click,2024-09-21 12:50:31.298451
908,view,2024-09-15 10:40:43.298451
719,view,2024-09-29 05:35:08.298451
595,view,2024-09-22 17:33:40.298451
986,view,2024-09-10 22:40:46.298451
237,view,2024-09-19 08:57:14.298451
4,view,2024-09-15 01:58:27.298451
166,view,2024-09-18 13:08:17.298451
392,click,2024-09-04 12:46:02.298451
798,view,2024-09-29 06:06:19.298451
79,view,2024-09-17 12:18:28.298451
780,click,2024-09-30 00:17:05.298451
970,view,2024-09-22 17:04:33.298451
524,view,2024-09-17 18:23:05.298451
785,click,2024-09-11 16:33:54.298451
61,click,2024-09-09 11:41:52.298451
636,click,2024-09-17 19:13:34.298451
104,purchase,2024-09-02 11:11:28.298451
704,view,2024-09-17 07:18:55.298451
700,click,2024-09-12 16:19:24.298451
130,view,2024-09-14 12:29:03.298451
915,click,2024-09-02 19:29:50.298451
694,view,2024-09-30 00:28:33.298451
285,view,2024-09-02 12:32:51.298451
449,click,2024-09-20 04:52:03.298451
854,view,2024-09-08 05:45:28.298451
729,view,2024-09-13 09:10:10.298451
586,view,2024-09-17 00:41:04.298451
905,view,2024-09-23 00:58:55.298451
979,view,2024-09-22 10:35:44.298451
396,click,2024-09-18 16:10:42.298451
477,view,2024-09-02 03:06:37.298451
374,view,2024-09-15 22:29:06.298451
948,view,2024-09-13 17:23:00.298451
850,purchase,2024-09-16 11:49:26.298451
440,purchase,2024-09-14 15:01:22.298451
16,click,2024-09-14 21:46:10.298451
132,view,2024-09-13 22:25:57.298451
107,click,2024-09-14 12:58:42.298451
473,click,2024-09-26 19:06:56.298451
214,purchase,2024-09-04 11:35:28.298451
285,view,2024-09-26 17:51:09.298451
827,click,2024-09-25 21:33:08.298451
726,click,2024-09-10 05:16:02.298451
591,view,2024-09-03 06:57:29.298451
880,click,2024-10-01 08:51:23.298451
834,view,2024-09-25 02:01:32.298451
845,view,2024-09-16 20:30:37.298451
268,view,2024-09-29 22:05:00.298451
282,purchase,2024-09-29 00:19:09.298451
360,view,2024-09-01 18:53:49.298451
780,view,2024-09-05 11:38:21.298451
859,view,2024-09-22 11:27:26.298451
750,purchase,2024-09-20 01:53:28.298451
419,click,2024-09-07 19:45:05.298451
898,view,2024-09-12 21:54:41.298451
657,click,2024-09-02 22:44:17.298451
258,view,2024-09-08 02:51:07.298451
529,view,2024-09-22 14:19:56.298451
546,click,2024-09-22 10:42:07.298451
34,view,2024-09-04 02:43:18.298451
173,view,2024-09-21 18:31:21.298451
487,view,2024-09-24 14:33:07.298451
809,click,2024-09-21 20:09:37.298451
329,view,2024-09-14 11:07:54.298451
206,click,2024-09-07 07:14:13.298451
107,view,2024-09-08 17:14:16.298451
596,view,2024-09-26 11:38:41.298451
755,view,2024-09-22 01:31:26.298451
417,view,2024-09-30 19:34:08.298451
920,view,2024-09-02 19:16:01.298451
325,view,2024-09-02 08:46:05.298451
416,click,2024-09-29 01:43:16.298451
663,click,2024-09-23 14:05:02.298451
65,view,2024-09-11 15:17:58.298451
742,click,2024-09-12 07:14:20.298451
288,click,2024-09-17 09:53:18.298451
80,click,2024-09-03 16:47:57.298451
84,view,2024-09-09 10:48:04.298451
784,click,2024-09-12 08:38:22.298451
820,view,2024-09-30 13:00:38.298451
506,view,2024-09-19 21:18:29.298451
397,view,2024-09-12 07:21:56.298451
686,view,2024-09-23 12:11:31.298451
11,view,2024-09-29 20:15:08.298451
501,click,2024-09-06 01:21:48.298451
618,purchase,2024-09-09 16:17:37.298451
849,click,2024-09-08 21:31:47.298451
71,view,2024-09-29 11:21:06.298451
22,click,2024-09-14 02:18:29.298451
735,view,2024-09-11 06:41:27.298451
708,view,2024-09-05 17:39:11.298451
337,view,2024-09-15 03:23:04.298451
321,click,2024-09-07 12:38:28.298451
130,view,2024-09-19 07:32:02.298451
819,purchase,2024-09-28 21:52:26.298451
865,view,2024-09-01 23:32:23.298451
364,view,2024-09-13 19:49:49.298451
467,view,2024-09-07 01:00:38.298451
339,view,2024-09-20 04:58:02.298451
698,view,2024-09-22 07:54:13.298451
407,view,2024-09-25 01:55:51.298451
784,click,2024-09-21 13:42:41.298451
912,view,2024-09-25 19:10:21.298451
541,click,2024-10-01 09:00:03.298451
328,view,2024-09-11 15:11:20.298451
284,click,2024-09-08 04:45:37.298451
217,view,2024-09-01 19:42:33.298451
314,view,2024-09-19 23:36:23.298451
827,view,2024-09-09 19:05:36.298451
217,view,2024-09-28 10:26:56.298451
973,view,2024-09-17 23:45:04.298451
270,view,2024-09-16 16:11:33.298451
915,purchase,2024-09-04 14:50:40.298451
79,click,2024-09-28 10:28:12.298451
975,view,2024-09-13 22:38:15.298451
789,purchase,2024-09-26 00:47:53.298451
584,view,2024-09-04 21:10:17.298451
696,view,2024-09-08 04:33:32.298451
301,view,2024-09-20 19:32:20.298451
236,click,2024-09-18 15:28:17.298451
246,purchase,2024-09-29 22:16:05.298451
92,view,2024-09-08 15:24:31.298451
45,click,2024-10-01 01:14:11.298451
784,purchase,2024-09-28 07:26:24.298451
600,view,2024-09-18 17:07:37.298451
972,view,2024-09-19 11:49:58.298451
590,purchase,2024-09-24 03:47:15.298451
511,click,2024-09-24 16:36:25.298451
414,view,2024-09-21 17:18:15.298451
608,view,2024-09-23 05:44:35.298451
111,view,2024-09-14 14:49:34.298451
723,view,2024-09-05 21:47:00.298451
645,click,2024-09-17 20:08:52.298451
541,click,2024-09-11 07:53:40.298451
706,view,2024-09-17 20:20:46.298451
50,click,2024-09-10 19:35:58.298451
946,click,2024-09-29 23:25:56.298451
344,click,2024-09-22 10:25:10.298451
570,view,2024-09-17 08:22:36.298451
721,view,2024-09-14 07:09:37.298451
42,click,2024-09-13 11:34:27.298451
475,click,2024-09-21 08:58:24.298451
753,view,2024-09-29 16:10:56.298451
195,view,2024-09-20 06:53:59.298451
944,view,2024-09-09 08:52:54.298451
274,view,2024-09-15 13:02:17.298451
21,click,2024-09-25 11:09:47.298451
679,view,2024-09-12 08:21:52.298451
321,view,2024-10-01 01:23:50.298451
647,click,2024-09-10 05:52:33.298451
237,purchase,2024-09-28 19:22:46.298451
663,view,2024-10-01 01:00:35.298451
80,view,2024-09-25 03:45:03.298451
75,purchase,2024-09-06 18:13:02.298451
163,click,2024-09-19 17:54:20.298451
681,view,2024-09-19 15:25:21.298451
679,view,2024-09-03 15:20:26.298451
662,view,2024-09-21 05:34:01.298451
803,view,2024-09-12 15:14:12.298451
374,view,2024-09-05 11:09:47.298451
161,view,2024-09-17 14:46:58.298451
427,view,2024-09-29 03:55:55.298451
384,click,2024-09-20 21:05:10.298451
301,purchase,2024-09-02 18:35:08.298451
612,purchase,2024-09-02 10:26:40.298451
810,click,2024-09-23 08:11:05.298451
762,view,2024-09-26 17:27:25.298451
872,view,2024-09-04 11:43:07.298451
924,click,2024-09-16 11:46:07.298451
764,click,2024-09-14 00:27:04.298451
305,view,2024-09-07 13:09:16.298451
384,view,2024-09-24 02:45:47.298451
651,view,2024-09-29 13:50:40.298451
325,purchase,2024-09-18 17:44:43.298451
274,view,2024-09-07 16:03:25.298451
772,view,2024-09-23 12:55:05.298451
614,view,2024-09-20 21:09:38.298451
607,click,2024-09-18 10:01:25.298451
472,click,2024-09-02 05:04:06.298451
286,view,2024-09-02 11:25:37.298451
615,purchase,2024-09-29 02:21:53.298451
636,click,2024-09-18 16:35:37.298451
159,click,2024-09-19 05:54:12.298451
204,click,2024-09-20 22:26:09.298451
451,click,2024-09-22 21:51:43.298451
478,view,2024-09-11 04:12:03.298451
317,view,2024-09-30 10:46:53.298451
648,click,2024-09-28 16:05:19.298451
692,click,2024-09-29 21:39:05.298451
245,click,2024-09-05 02:18:45.298451
586,click,2024-09-24 08:06:30.298451
472,view,2024-09-01 18:28:28.298451
961,view,2024-09-30 16:46:16.298451
402,view,2024-09-17 15:07:48.298451
681,view,2024-09-11 14:45:33.298451
244,click,2024-09-06 17:38:50.298451
534,view,2024-09-10 22:02:09.298451
607,view,2024-09-21 22:31:54.298451
923,view,2024-09-23 20:01:48.298451
144,view,2024-09-26 08:11:45.298451
753,view,2024-09-24 21:49:04.298451
786,view,2024-09-07 17:47:47.298451
267,view,2024-09-07 08:12:29.298451
658,purchase,2024-09-01 17:48:16.298451
132,click,2024-09-12 00:22:42.298451
1000,view,2024-09-08 15:44:19.298451
586,view,2024-09-04 19:23:45.298451
798,view,2024-09-13 10:31:39.298451
196,view,2024-09-08 03:00:05.298451
456,view,2024-09-13 13:06:41.298451
465,view,2024-09-14 00:30:42.298451
227,view,2024-09-12 12:09:32.298451
645,view,2024-09-08 19:27:02.298451
446,click,2024-09-18 13:10:34.298451
859,view,2024-09-09 11:49:48.298451
101,view,2024-09-04 00:58:24.298451
135,view,2024-09-22 22:00:29.298451
33,view,2024-09-07 04:14:58.298451
82,view,2024-09-04 21:10:18.298451
632,view,2024-09-19 12:18:29.298451
375,view,2024-09-20 18:49:41.298451
758,view,2024-09-02 07:33:10.298451
294,purchase,2024-09-24 07:16:33.298451
632,click,2024-09-19 21:01:21.298451
284,view,2024-09-20 14:03:16.298451
52,view,2024-09-27 06:04:23.298451
591,view,2024-09-07 16:58:52.298451
956,view,2024-09-21 14:45:36.298451
599,click,2024-09-23 01:41:53.298451
608,click,2024-09-16 14:26:00.298451
9,purchase,2024-09-15 12:11:00.298451
313,view,2024-09-22 02:35:07.298451
798,view,2024-10-01 00:33:59.298451
669,view,2024-09-19 05:14:35.298451
992,view,2024-09-06 18:45:11.298451
419,purchase,2024-09-04 22:40:09.298451
187,click,2024-09-25 00:41:24.298451
896,view,2024-09-21 06:50:58.298451
895,purchase,2024-09-06 02:56:40.298451
978,click,2024-09-26 05:18:09.298451
477,click,2024-09-13 01:08:51.298451
112,purchase,2024-09-08 08:50:16.298451
657,view,2024-10-01 04:51:17.298451
969,purchase,2024-09-04 01:12:27.298451
572,view,2024-09-11 13:32:56.298451
248,view,2024-09-10 15:21:03.298451
8,view,2024-09-03 12:36:49.298451
909,view,2024-09-05 23:45:12.298451
289,click,2024-09-01 16:39:08.298451
725,view,2024-09-05 18:47:27.298451
748,view,2024-09-25 03:25:07.298451
76,view,2024-09-18 16:51:16.298451
222,view,2024-09-04 23:31:44.298451
41,view,2024-09-12 00:48:13.298451
1,view,2024-09-08 18:47:24.298451
213,view,2024-09-22 05:27:30.298451
110,view,2024-09-15 12:34:41.298451
605,view,2024-09-06 18:01:47.298451
206,click,2024-09-05 05:39:37.298451
166,click,2024-09-27 10:36:11.298451
432,view,2024-09-17 04:43:38.298451
574,click,2024-09-09 09:51:19.298451
104,view,2024-09-28 04:58:28.298451
947,view,2024-09-11 01:54:06.298451
581,view,2024-09-19 16:44:11.298451
495,click,2024-09-18 09:35:28.298451
973,view,2024-09-09 22:55:46.298451
698,click,2024-09-05 11:30:19.298451
888,view,2024-09-11 03:06:41.298451
998,view,2024-09-03 12:45:22.298451
133,purchase,2024-09-15 04:29:56.298451
618,view,2024-10-01 11:17:54.298451
549,view,2024-09-23 15:22:04.298451
337,view,2024-09-13 17:46:14.298451
467,view,2024-09-10 03:30:21.298451
166,view,2024-09-11 21:51:18.298451
735,view,2024-09-12 00:07:50.298451
374,click,2024-09-16 06:34:48.298451
495,view,2024-09-08 17:41:12.298451
292,view,2024-09-14 19:36:33.298451
945,view,2024-09-21 01:14:49.298451
641,view,2024-09-24 17:08:40.298451
562,purchase,2024-09-26 07:02:36.298451
186,view,2024-09-19 17:30:51.298451
266,view,2024-09-19 07:06:06.298451
51,click,2024-09-14 14:30:55.298451
738,view,2024-09-16 13:58:57.298451
177,view,2024-09-25 17:27:10.298451
525,view,2024-09-07 22:21:05.298451
711,click,2024-09-07 22:08:05.298451
637,click,2024-09-07 20:08:25.298451
500,view,2024-09-13 15:25:17.298451
933,view,2024-09-17 10:49:16.298451
100,click,2024-09-18 22:51:16.298451
359,view,2024-09-21 11:28:38.298451
37,purchase,2024-09-30 23:07:21.298451
287,purchase,2024-09-28 10:58:12.298451
627,view,2024-09-16 18:36:34.298451
148,view,2024-09-30 20:38:47.298451
423,view,2024-09-15 23:24:25.298451
429,view,2024-09-28 03:21:59.298451
36,view,2024-09-12 05:19:26.298451
783,view,2024-09-28 12:07:05.298451
30,click,2024-09-14 22:43:04.298451
948,view,2024-09-16 20:19:02.298451
61,view,2024-10-01 14:47:35.298451
338,view,2024-09-23 14:46:06.298451
836,view,2024-09-27 03:41:24.298451
798,click,2024-09-09 14:16:11.298451
156,purchase,2024-09-24 04:46:25.298451
132,view,2024-09-21 11:27:30.298451
34,view,2024-09-07 12:03:36.298451
758,click,2024-09-16 05:55:06.298451
436,click,2024-09-07 14:36:41.298451
887,click,2024-09-16 09:07:32.298451
412,view,2024-09-12 15:47:55.298451
229,view,2024-09-20 09:11:22.298451
57,click,2024-09-09 20:14:47.298451
278,click,2024-09-27 13:04:27.298451
680,click,2024-09-29 17:19:52.298451
747,view,2024-09-01 18:18:15.298451
331,view,2024-09-06 15:07:17.298451
542,click,2024-09-22 01:28:23.298451
242,view,2024-09-09 00:42:33.298451
926,purchase,2024-09-12 13:46:21.298451
958,view,2024-09-06 14:40:40.298451
571,view,2024-09-29 15:12:39.298451
793,click,2024-09-07 23:09:38.298451
115,view,2024-09-29 07:44:27.298451
273,view,2024-09-16 03:04:39.298451
449,view,2024-09-27 08:52:29.298451
869,purchase,2024-09-11 17:32:29.298451
995,view,2024-09-02 23:07:52.298451
636,view,2024-09-20 21:45:17.298451
14,view,2024-09-24 11:34:32.298451
770,view,2024-09-09 02:20:50.298451
764,view,2024-09-11 08:08:36.298451
259,purchase,2024-09-09 02:53:01.298451
835,view,2024-09-29 07:42:00.298451
148,view,2024-09-08 00:27:54.298451
501,view,2024-09-02 09:01:05.298451
763,view,2024-09-10 14:30:36.298451
461,view,2024-09-30 07:42:04.298451
671,click,2024-09-16 15:00:31.298451
552,view,2024-09-15 09:52:11.298451
470,view,2024-09-21 13:06:56.298451
590,click,2024-09-02 02:20:52.298451
946,view,2024-09-19 11:47:09.298451
283,view,2024-09-24 01:18:43.298451
372,view,2024-10-01 15:07:47.298451
141,click,2024-10-01 02:53:12.298451
242,click,2024-09-06 19:59:34.298451
961,click,2024-09-10 16:43:19.298451
258,purchase,2024-09-16 17:23:07.298451
421,click,2024-09-04 15:41:06.298451
779,click,2024-09-16 12:01:03.298451
875,view,2024-09-29 22:34:36.298451
289,view,2024-09-15 08:37:39.298451
511,view,2024-09-28 06:22:06.298451
285,click,2024-09-29 10:24:17.298451
699,click,2024-09-19 16:45:23.298451
707,view,2024-09-14 06:06:07.298451
733,click,2024-09-28 09:35:48.298451
66,view,2024-09-28 13:52:37.298451
206,purchase,2024-09-23 22:15:19.298451
340,view,2024-09-20 06:29:54.298451
560,purchase,2024-09-30 20:32:34.298451
594,view,2024-09-06 03:26:10.298451
421,view,2024-09-16 14:36:49.298451
200,view,2024-09-03 18:55:09.298451
310,view,2024-09-30 10:21:59.298451
711,click,2024-09-03 22:15:09.298451
650,click,2024-09-26 18:39:34.298451
528,click,2024-09-30 02:08:02.298451
787,click,2024-09-17 05:00:47.298451
158,click,2024-09-29 00:32:03.298451
694,view,2024-09-29 11:50:44.298451
957,view,2024-09-09 11:31:57.298451
555,click,2024-09-11 12:34:24.298451
467,view,2024-09-05 17:49:59.298451
643,view,2024-09-07 14:36:18.298451
798,click,2024-10-01 05:41:09.298451
402,click,2024-09-15 18:29:01.298451
36,view,2024-09-18 23:37:16.298451
889,click,2024-09-10 13:31:18.298451
276,view,2024-10-01 11:27:25.298451
913,click,2024-09-27 22:56:49.298451
536,view,2024-09-25 22:35:26.298451
653,click,2024-09-30 05:47:05.298451
356,purchase,2024-09-25 12:59:55.298451
878,view,2024-09-05 18:44:49.298451
697,click,2024-09-08 12:18:18.298451
707,purchase,2024-09-05 09:18:30.298451
789,view,2024-09-07 01:49:47.298451
132,click,2024-09-22 01:00:22.298451
82,view,2024-09-26 11:49:49.298451
941,view,2024-09-27 22:15:01.298451
39,purchase,2024-09-29 04:48:26.298451
43,click,2024-09-12 11:43:20.298451
971,view,2024-09-27 04:17:56.298451
550,view,2024-09-01 23:04:33.298451
363,view,2024-09-26 07:34:10.298451
553,view,2024-09-04 20:06:56.298451
880,click,2024-09-01 17:15:28.298451
796,view,2024-10-01 01:59:41.298451
645,click,2024-09-29 01:23:16.298451
436,click,2024-09-17 09:30:07.298451
407,view,2024-09-19 04:16:13.298451
678,view,2024-09-25 07:05:45.298451
804,click,2024-09-23 23:25:13.298451
543,view,2024-09-20 05:21:02.298451
776,click,2024-09-27 23:19:16.298451
985,view,2024-09-15 16:30:25.298451
601,purchase,2024-09-21 15:35:48.298451
240,view,2024-09-07 16:52:57.298451
912,view,2024-09-16 15:58:53.298451
395,click,2024-09-06 03:21:08.298451
148,click,2024-10-01 09:48:39.298451
846,view,2024-09-19 14:44:48.298451
1000,click,2024-09-07 15:44:25.298451
825,view,2024-09-18 06:08:21.298451
998,view,2024-09-12 10:53:40.298451
1000,click,2024-09-07 09:56:54.298451
915,view,2024-09-30 23:50:18.298451
456,click,2024-09-07 06:46:01.298451
61,view,2024-09-22 11:02:03.298451
25,view,2024-09-23 17:54:49.298451
161,click,2024-09-13 18:59:30.298451
365,view,2024-09-01 20:29:58.298451
296,view,2024-09-08 01:16:46.298451
885,view,2024-09-21 19:55:16.298451
105,view,2024-09-06 15:08:50.298451
383,view,2024-10-01 11:56:42.298451
368,click,2024-09-17 22:17:21.298451
117,view,2024-09-22 12:08:15.298451
997,click,2024-09-23 10:17:08.298451
17,view,2024-09-20 11:16:04.298451
949,purchase,2024-09-25 12:55:57.298451
219,view,2024-09-29 07:26:29.298451
209,click,2024-09-11 06:32:15.298451
815,view,2024-09-05 09:31:17.298451
225,purchase,2024-09-25 02:10:01.298451
607,view,2024-09-28 08:18:46.298451
853,purchase,2024-09-23 18:42:44.298451
792,view,2024-09-10 11:52:17.298451
656,view,2024-10-01 06:01:38.298451
173,click,2024-09-21 21:03:34.298451
596,view,2024-09-03 09:33:43.298451
120,view,2024-09-13 21:19:14.298451
568,view,2024-09-21 04:53:54.298451
355,view,2024-09-11 13:17:06.298451
412,view,2024-09-21 00:44:19.298451
302,purchase,2024-09-19 16:21:47.298451
995,view,2024-09-30 13:46:08.298451
338,click,2024-09-14 06:48:25.298451
728,purchase,2024-09-08 03:20:15.298451
412,view,2024-09-14 16:08:11.298451
590,click,2024-09-21 08:45:11.298451
433,click,2024-09-28 15:07:06.298451
984,view,2024-09-21 03:28:17.298451
863,view,2024-09-30 07:00:23.298451
390,view,2024-09-06 09:55:30.298451
378,purchase,2024-09-05 12:00:04.298451
232,click,2024-09-26 01:13:05.298451
738,view,2024-09-20 20:54:39.298451
882,purchase,2024-09-03 09:06:57.298451
995,view,2024-09-19 04:51:28.298451
797,click,2024-09-06 23:58:57.298451
245,view,2024-09-16 09:01:05.298451
66,view,2024-09-17 14:38:01.298451
69,view,2024-09-11 20:59:25.298451
726,click,2024-09-16 05:43:18.298451
457,click,2024-09-05 04:10:24.298451
765,view,2024-09-13 16:13:32.298451
371,view,2024-09-28 16:06:47.298451
930,view,2024-09-16 20:39:56.298451
375,view,2024-09-24 06:28:21.298451
484,click,2024-09-20 07:18:10.298451
561,view,2024-09-27 10:28:24.298451
100,view,2024-09-26 03:16:39.298451
986,view,2024-09-12 00:16:52.298451
582,view,2024-09-18 12:17:58.298451
962,click,2024-09-16 00:37:43.298451
612,view,2024-09-22 00:37:19.298451
72,click,2024-09-17 22:21:26.298451
514,click,2024-09-18 23:06:54.298451
130,view,2024-09-30 05:56:22.298451
200,click,2024-09-14 09:06:10.298451
666,view,2024-09-12 14:26:38.298451
101,purchase,2024-09-11 16:50:40.298451
590,view,2024-09-27 23:17:46.298451
621,view,2024-09-29 08:18:51.298451
179,click,2024-09-21 23:38:18.298451
412,click,2024-09-20 00:16:02.298451
97,view,2024-09-10 09:54:47.298451
556,purchase,2024-09-03 18:20:51.298451
788,click,2024-09-17 00:49:20.298451
355,view,2024-09-02 14:28:39.298451
302,purchase,2024-09-07 03:57:53.298451
101,view,2024-09-03 21:24:58.298451
337,click,2024-09-12 18:05:04.298451
113,click,2024-09-29 15:32:59.298451
235,view,2024-09-05 17:45:33.298451
890,view,2024-10-01 14:02:43.298451
940,click,2024-09-03 18:45:32.298451
452,view,2024-09-21 12:48:17.298451
521,view,2024-09-24 17:25:01.298451
212,click,2024-09-18 15:02:38.298451
943,view,2024-09-27 09:03:19.298451
577,click,2024-09-18 11:47:00.298451
373,purchase,2024-09-05 16:10:12.298451
917,view,2024-09-06 09:17:53.298451
97,click,2024-10-01 01:16:02.298451
483,purchase,2024-09-05 21:20:44.298451
876,purchase,2024-09-12 09:54:34.298451
390,view,2024-09-17 05:14:05.298451
342,view,2024-09-25 20:22:45.298451
281,view,2024-09-15 13:50:04.298451
3,view,2024-09-24 04:32:12.298451
510,view,2024-09-09 22:00:00.298451
456,view,2024-09-29 13:21:07.298451
109,click,2024-09-28 04:52:26.298451
204,view,2024-09-05 04:23:04.298451
244,view,2024-09-02 15:23:04.298451
797,view,2024-09-15 17:19:25.298451
375,click,2024-09-07 23:54:43.298451
864,click,2024-09-07 10:52:59.298451
66,view,2024-09-30 18:04:46.298451
465,purchase,2024-09-25 02:50:38.298451
371,click,2024-09-09 19:16:58.298451
211,view,2024-09-16 09:17:28.298451
399,click,2024-09-11 22:03:06.298451
534,view,2024-09-29 04:33:01.298451
112,purchase,2024-09-21 07:56:46.298451
880,click,2024-09-11 03:50:16.298451
198,view,2024-09-08 12:29:37.298451
802,view,2024-09-01 20:28:07.298451
619,view,2024-09-14 17:21:27.298451
131,click,2024-09-02 03:03:52.298451
540,view,2024-09-30 18:10:46.298451
745,purchase,2024-09-28 09:24:41.298451
376,view,2024-09-12 14:38:28.298451
148,click,2024-09-16 08:54:59.298451
912,view,2024-09-13 02:35:48.298451
840,view,2024-09-14 09:31:13.298451
798,click,2024-09-07 20:17:24.298451
